method,time,watercut,recovery,mass,budget_mass,raw_mass,boundary_water_net_outflow,water_inflow_rate,water_outflow_rate,pore_volumes_injected,mass_balance_absolute_residual,mass_balance_relative_residual,cumulative_budget_residual,min_s,max_s,raw_min_s_before_limiter,raw_max_s_before_limiter,raw_below_lower_bound_before_limiter,raw_above_upper_bound_before_limiter,picard_iterations,picard_converged,limiter_mass_residual
FEM,1.4000000000000001,9.421499660767606e-17,0.013463522646159232,0.19941598668001292,0.19941598668001348,0.19941598668001292,-0.007278973644480305,0.007278973644480301,6.890648264281411e-19,0.01077081811692788,2.959871930885427e-17,4.06633143002214e-14,-5.551115123125783e-16,0.2,0.7968785320719465,0.1923455522046023,0.8730804729782373,1012,17,6,True,0.0
FEM,1.5000000000000002,1.0148025492913028e-16,0.01442520283517069,0.20014388404446098,0.2001438840444615,0.20014388404446098,-0.007278973644480305,0.007278973644480301,7.39684690709334e-19,0.011540162268137014,2.959871930885427e-17,4.06633143002214e-14,-5.273559366969494e-16,0.2,0.7978929463310627,0.19273713360061862,0.8720041814769124,943,20,6,True,-2.7755575615628914e-17
FEM,1.6000000000000003,1.1211860959452122e-16,0.01538688302418211,0.20087178140890902,0.20087178140890954,0.20087178140890904,-0.007278973644480305,0.007278973644480301,8.151397155937531e-19,0.012309506419346148,1.8431436932253575e-18,2.53214777693696e-15,-5.273559366969494e-16,0.2,0.7986579910618563,0.19311799181031356,0.8705473851185377,897,21,6,True,-2.7755575615628914e-17
FEM,1.7000000000000004,1.273214564824866e-16,0.016348563213193605,0.2015996787733571,0.20159967877335758,0.20159967877335705,-0.007278973644480305,0.007278973644480301,9.24120100709934e-19,0.013078850570555281,5.735429492448318e-17,7.879448082350293e-14,-4.718447854656915e-16,0.2,0.7991596201680898,0.1934837861043508,0.8686989812713366,853,29,6,True,-2.7755575615628914e-17
FEM,1.8000000000000005,2.4923149830842795e-11,0.017310243402204915,0.20232757613780505,0.2023275761378056,0.2023275761378051,-0.007278973644480305,0.007278973644480301,1.0724464548949568e-18,0.013848194721764415,-8.142358315366138e-17,1.1186135179292134e-13,-5.551115123125783e-16,0.20000133871593379,0.8,0.19383092675394858,0.8664660097378973,798,34,6,True,8.326672684688674e-17
FEM,1.9000000000000006,3.315325794573871e-09,0.01827192359119239,0.20305547350223496,0.2030554735022356,0.20305547350223505,-0.007278973644299905,0.007278973644480301,1.8040072288126638e-13,0.014617538872973549,-8.250778532614689e-17,1.1335085048242795e-13,-6.38378239159465e-16,0.2000141100545582,0.8,0.19416412445596665,0.8644656017240573,283,37,6,True,8.326672684688674e-17
FEM,2.0000000000000004,3.513097469395185e-08,0.019233603777033544,0.20378337086428341,0.20378337086428405,0.20378337086428341,-0.007278973620484383,0.007278973644480301,2.399592308864854e-11,0.015386883024182682,1.3552527156068805e-17,1.8618733592569626e-14,-6.38378239159465e-16,0.20003484045739667,0.8,0.19448539757356645,0.8616114758815384,202,40,6,True,0.0
FEM,2.1000000000000005,1.2328374498532715e-07,0.020195283932451076,0.20451126820330418,0.20451126820330484,0.20451126820330418,-0.007278973390207762,0.007278973644480301,2.5427254422147793e-10,0.016156227175391818,-1.5178830414797062e-17,2.0852980963975913e-14,-6.661338147750939e-16,0.20004391448136324,0.8,0.1947925473355933,0.8588027072012174,168,43,6,True,0.0
FEM,2.2000000000000006,3.086642504900266e-07,0.021156964003573,0.20523916547852145,0.2052391654785222,0.2052391654785215,-0.007278972752173569,0.007278973644480301,8.923067375861882e-10,0.01692557132660095,-8.61940727125976e-17,1.1841513152296852e-13,-7.494005416219807e-16,0.20005484827370554,0.8,0.1950672145425499,0.8561221371970715,154,47,6,True,5.551115123125783e-17
FEM,2.3000000000000007,6.082257946005346e-07,0.022118643897426626,0.20596706261956405,0.20596706261956477,0.20596706261956407,-0.007278971410425619,0.007278973644480301,2.234054686855168e-09,0.017694915477810085,3.74049749507499e-17,5.138768911304355e-14,-7.216449660063518e-16,0.20006016880338817,0.8,0.19532469377827083,0.8536197510905197,148,50,6,True,-2.7755575615628914e-17
FEM,2.400000000000001,1.0084843104570554e-06,0.023080323504827954,0.2066949595437904,0.20669495954379113,0.20669495954379044,-0.007278969242263719,0.007278973644480301,4.402216586946005e-09,0.01846425962901922,-4.228388472693467e-18,5.809041386808768e-15,-7.216449660063518e-16,0.20006017177382598,0.8,0.1955590215604763,0.8513068402494826,147,52,6,True,2.7755575615628914e-17
FEM,2.500000000000001,1.496282389804637e-06,0.024042002729487828,0.20742285617831913,0.20742285617831988,0.20742285617831918,-0.0072789663452873035,0.007278973644480301,7.299193002724779e-09,0.019233603780228353,-1.734723475976807e-17,2.3831955178898806e-14,-7.494005416219807e-16,0.20005873112033715,0.8,0.1957719261601791,0.8491934049364038,153,53,6,True,5.551115123125783e-17
FEM,2.600000000000001,1.9905642626490655e-06,0.025003681487699155,0.20815075245979214,0.20815075245979292,0.2081507524597922,-0.007278962814730407,0.007278973644480301,1.0829749899126977e-08,0.020002947931437486,-2.3527187142935446e-17,3.232207353406067e-14,-7.771561172376096e-16,0.20005032116090007,0.8,0.195968654274712,0.8472796439089193,155,54,6,True,0.0
FEM,2.700000000000001,2.5051742545680895e-06,0.02596535977326317,0.2088786483835176,0.2088786483835184,0.20887864838351766,-0.007278959237254977,0.007278973644480301,1.4407225329769256e-08,0.02077229208264662,-3.426078865054194e-17,4.7068065515664455e-14,-8.049116928532385e-16,0.20004609559545833,0.8,0.19614484100208304,0.8455506133807741,153,56,6,True,5.551115123125783e-17
FEM,2.800000000000001,3.083837161609053e-06,0.026927037566742716,0.2096065439347835,0.2096065439347843,0.2096065439347835,-0.007278955512659007,0.007278973644480301,1.8131821298392256e-08,0.021541636233855754,-5.421010862427522e-19,7.447474910023729e-16,-8.049116928532385e-16,0.20004647094430306,0.8,0.1962316455372394,0.8439872450301974,152,57,6,True,2.7755575615628914e-17
FEM,2.9000000000000012,3.6584622368203696e-06,0.02788871480688983,0.21033443906723115,0.21033443906723193,0.21033443906723115,-0.007278951324476265,0.007278973644480301,2.2320004040776294e-08,0.022310980385064887,1.5829351718288365e-17,2.174661422471299e-14,-7.771561172376096e-16,0.20004199473284556,0.8,0.1962946006017491,0.8425711241065968,156,59,6,True,0.0
FEM,3.0,4.365251266959856e-06,0.028850391497566668,0.2110623337837838,0.21106233378378464,0.21106233378378386,-0.007278947165527132,0.007278973644480301,2.647895317440792e-08,0.02308032453627401,-4.694595406862234e-17,6.449505876155791e-14,-8.326672684688674e-16,0.20004734908066724,0.8,0.19634599118871496,0.8412865994879728,157,64,6,True,5.551115123125783e-17
Classic-DDPNM-1,0.0,0.0,7.333997485867926e-17,0.18922542357774103,0.18922542357774103,0.18922542357774103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0,0,0,True,0.0
Classic-DDPNM-1,0.1,2.446128436438876e-18,0.0016657288644056055,0.19048621657747225,0.19048621657747236,0.19048621657747228,-0.012607929997313243,0.01260792999731324,9.090515877177156e-20,0.0013325830915245304,-9.93129189996722e-17,7.877020178636452e-14,-1.1102230246251565e-16,0.2,0.5471902523734964,0.14463101449727195,1.8215427757872327,1679,1,6,False,0.0
Classic-DDPNM-1,0.2,9.492201950779546e-18,0.003331457728811211,0.19174700957720353,0.1917470095772037,0.19174700957720353,-0.012607929997313243,0.01260792999731324,2.0183209373157712e-19,0.0026651661830490608,-4.380176776841438e-17,3.474144270926994e-14,-1.6653345369377348e-16,0.2,0.6599413069542978,0.15860759822431778,0.944000659499047,1666,1,6,False,-2.7755575615628914e-17
Classic-DDPNM-1,0.30000000000000004,2.018130180531777e-17,0.004997186593216779,0.19300780257693478,0.19300780257693503,0.19300780257693484,-0.012607929997313243,0.01260792999731324,3.3868311908903484e-19,0.003997749274573591,-7.155734338404329e-17,5.6755822247817224e-14,-2.498001805406602e-16,0.2,0.7177705076149451,0.16732672969360524,0.951389926119999,1649,1,6,False,0.0
Classic-DDPNM-1,0.4,3.2607957845682096e-17,0.006662915457622458,0.19426859557666612,0.19426859557666637,0.1942685955766661,-0.012607929997313243,0.01260792999731324,4.846809668571042e-19,0.0053303323660981216,1.1709383462843448e-17,9.287316367824548e-15,-2.498001805406602e-16,0.2,0.750160192444807,0.17509493809812024,0.8536926053266398,1576,4,6,False,-2.7755575615628914e-17
Classic-DDPNM-1,0.5,4.4842642158044905e-17,0.008328644322028027,0.19552938857639737,0.1955293885763977,0.1955293885763974,-0.012607929997313243,0.01260792999731324,6.189585637780527e-19,0.006662915457622652,-7.155734338404329e-17,5.6755822247817224e-14,-3.3306690738754696e-16,0.2,0.7709120364235684,0.17990916172370638,0.907426129182265,1484,8,6,False,5.551115123125783e-17
