tolerance,retained_unknowns,velocity_l2_error,phi_l2_error,outlet_flux,outlet_flux_relative_error,projected_residual,offline_seconds,online_flow_seconds
1e-06,720,0.18741623480306724,3.62457209001194e-05,0.0002910881867168688,0.11159766328345788,8.618018365666738e-16,74.99854810000397,0.8139452999457717
1e-08,720,0.18741623480306724,3.62457209001194e-05,0.0002910881867168688,0.11159766328345788,8.618018365666738e-16,75.10375680006109,0.7533538999268785
1e-10,720,0.18741623480306724,3.62457209001194e-05,0.0002910881867168688,0.11159766328345788,8.618018365666738e-16,71.38197119999677,0.7010693999473006
