metric,2D,3D,3D_to_2D_ratio
velocity_relative_l2,0.051693261406146614,0.21863457213945373,4.229459821110395
velocity_relative_broken_h1_seminorm,0.09545004077500366,0.4531067978811719,4.747057143215291
pressure_raw_relative_l2,0.003463119183208312,0.02877585717904291,8.309230972635572
pressure_mean_aligned_relative_l2,0.00862361580721847,0.052652389440845146,6.1056047275172
outlet_flux_relative_error,0.009211755285278258,0.18718748707772867,20.32050149843666
