interface_id,pore_i,pore_j,center_x,center_y,center_z,normal_x,normal_y,normal_z,area,constant_normal_traction,flux_balance_residual,mesh_triangles
107,41,57,0.7999999999999999,0.6500000000000005,0.35000000000000026,1.0,0.0,0.0,0.055930876546893986,0.17141506968797746,-9.75781955236954e-19,74
108,42,43,0.6500000000000004,0.6500000000000004,0.8000000000000004,0.0,0.0,1.0,0.055930876382771215,0.33785284201591537,-1.9658251659788122e-17,74
109,42,46,0.6499999999999997,0.7999999999999998,0.6499999999999999,0.0,1.0,0.0,0.05593087654689395,0.33933565891569434,2.782728224856991e-17,74
110,42,58,0.7999999999999998,0.6499999999999999,0.6499999999999999,1.0,0.0,0.0,0.05593087654689393,0.16856799848294451,8.40256683676266e-18,74
111,43,47,0.6499999999999999,0.7999999999999998,0.9221244854737043,0.0,0.9965790046487872,0.08264555337846408,0.04296543827344697,0.33905016347484784,2.1895801686523664e-18,54
112,43,59,0.8000000000000002,0.6499999999999998,0.9221244854737051,0.9965790046487872,0.0,0.08264555337846408,0.04296543827344696,0.17678482862948158,-1.8431436932253575e-18,54
113,44,45,0.65,0.9221245735812825,0.2,0.0,-0.08264555337846408,0.9965790046487872,0.0429654381913856,0.33860484972963556,-2.6291108589385432e-17,54
114,44,60,0.8000000000000002,0.9150971269858924,0.08490301598753237,0.9978240510013966,0.04662168617265203,-0.04662168617265187,0.03148271913672347,0.18033484296152413,-1.4772254600114998e-18,39
115,45,46,0.65,0.9221245735812819,0.5,0.0,0.0,1.0,0.04296543819138561,0.3385932602745348,1.0885220405165014e-17,54
116,45,61,0.8000000000000004,0.9221246949998895,0.35000000000000003,0.9965790046487872,0.08264555337846408,0.0,0.042965438273447,0.17723925797236087,3.3610267347050637e-18,54
117,46,47,0.6500000000000001,0.9221245735812826,0.8000000000000004,0.0,0.08264555337846408,0.9965790046487872,0.0429654381913856,0.3394081100336424,1.2818996623746581e-17,54
118,46,62,0.7999999999999998,0.9221246949998898,0.6499999999999998,0.9965790046487872,0.08264555337846408,0.0,0.04296543827344695,0.17680052524579878,-1.5504091066542713e-17,54
119,47,63,0.7999999999999999,0.9150971269858923,0.9150969840124675,0.9978240510013966,0.04662168617265203,0.04662168617265203,0.0314827191367235,0.1816594854149361,3.6591823321385775e-19,39
120,48,49,0.9150970441248734,0.08490295587512638,0.19999999999999998,-0.04662168617265202,0.04662168617265186,0.9978240510013964,0.03148271909569279,0.029410541732584162,-7.420008617947671e-19,39
121,48,52,0.9150971269858927,0.2000000000000001,0.08490301598753242,-0.04662168617265203,0.9978240510013966,0.04662168617265187,0.031482719136723465,0.029390344528849328,2.1108061045577164e-18,39
122,49,50,0.9150970441248738,0.08490295587512638,0.5,0.0,0.0,1.0,0.03148271909569279,0.02613613935556928,-7.165898733771381e-19,39
123,49,53,0.9221246949998898,0.19999999999999998,0.3500000000000001,-0.08264555337846408,0.9965790046487872,0.0,0.042965438273446954,0.018384817712730366,-2.757939276260002e-18,54
124,50,51,0.9150970441248737,0.08490295587512639,0.8000000000000002,0.04662168617265202,-0.04662168617265186,0.9978240510013964,0.031482719095692786,0.029564907017789886,8.961608581950498e-19,39
125,50,54,0.92212469499989,0.20000000000000007,0.6500000000000002,-0.08264555337846408,0.9965790046487872,0.0,0.04296543827344694,0.018518655343417522,3.564314642046096e-18,54
126,51,55,0.9150971269858923,0.19999999999999998,0.9150969840124675,-0.04662168617265203,0.9978240510013966,-0.04662168617265203,0.031482719136723486,0.029549923562867952,-1.6881366638778206e-18,39
127,52,53,0.9221245735812822,0.34999999999999987,0.19999999999999993,-0.08264555337846408,0.0,0.9965790046487872,0.04296543819138559,0.018624013032608737,-5.846221401949181e-18,54
128,52,56,0.9150971269858924,0.5,0.08490301598753239,0.0,1.0,0.0,0.03148271913672348,0.026026274280177137,-2.964615315390051e-18,39
129,53,54,0.9221245735812826,0.3499999999999999,0.5,0.0,0.0,1.0,0.04296543819138559,0.014151429194147034,-5.236357679926085e-18,54
130,53,57,0.92212469499989,0.5,0.35,0.0,1.0,0.0,0.042965438273446954,0.01423363986795731,-2.439454888092385e-19,54
131,54,55,0.9221245735812819,0.3499999999999999,0.7999999999999997,0.08264555337846408,0.0,0.9965790046487872,0.04296543819138559,0.018393331320139535,-6.505213034913027e-19,54
132,54,58,0.9221246949998908,0.5,0.6500000000000006,0.0,1.0,0.0,0.042965438273446926,0.014244245127085981,-6.4408385309217e-18,54
133,55,59,0.9150971269858919,0.5,0.9150969840124672,0.0,1.0,0.0,0.03148271913672349,0.02596926355321593,-2.710505431213761e-20,39
134,56,57,0.9221245735812829,0.65,0.19999999999999998,-0.08264555337846408,0.0,0.9965790046487872,0.04296543819138558,0.018493401401056753,-4.4824983568697574e-18,54
135,56,60,0.9150971269858923,0.7999999999999998,0.08490301598753239,0.04662168617265203,0.9978240510013966,-0.04662168617265187,0.03148271913672348,0.02897553635364857,-6.2680438096818225e-19,39
136,57,58,0.9221245735812823,0.65,0.5,0.0,0.0,1.0,0.04296543819138559,0.014102352258041037,1.435720845596039e-17,54
137,57,61,0.9221246949998897,0.7999999999999996,0.35000000000000003,0.08264555337846408,0.9965790046487872,0.0,0.042965438273446954,0.018502496051489986,8.05020113070487e-18,54
138,58,59,0.9221245735812826,0.6499999999999999,0.8000000000000002,0.08264555337846408,0.0,0.9965790046487872,0.04296543819138559,0.01831307344905352,-3.2610768469290563e-18,54
139,58,62,0.9221246949998901,0.8000000000000003,0.6500000000000001,0.08264555337846408,0.9965790046487872,0.0,0.04296543827344695,0.018234527989430958,-2.414043899674756e-18,54
140,59,63,0.915097126985892,0.7999999999999996,0.915096984012467,0.04662168617265203,0.9978240510013966,0.04662168617265203,0.03148271913672349,0.029653128330435544,-6.403569081242511e-19,39
141,60,61,0.9150970441248735,0.9150970441248737,0.20000000000000004,-0.04662168617265202,-0.04662168617265202,0.9978240510013964,0.03148271909569279,0.029347415700705516,-1.4967072177983487e-18,39
142,61,62,0.9150970441248732,0.915097044124873,0.5,0.0,0.0,1.0,0.03148271909569281,0.026436174527921054,-5.7149312951247644e-18,39
143,62,63,0.9150970441248739,0.9150970441248741,0.8000000000000004,0.04662168617265202,0.04662168617265202,0.9978240510013964,0.031482719095692786,0.029795886720330938,1.4086157912839015e-18,39
