method,time,outlet_concentration,mass,budget_mass,raw_mass,mass_rate,transport_rate,dirichlet_source_rate,mass_balance_residual_rate,mass_balance_relative_residual,limiter_mass_change_abs,limiter_mass_residual,min_c,max_c,raw_min_c_before_limiter,raw_max_c_before_limiter,raw_below_zero_before_limiter,raw_above_one_before_limiter
FEM,3.4000000000000004,0.4043484726871835,494.1497792516516,494.1497792516495,494.1497792516517,78.15781168989872,-79.19832280317304,-1.0405111132754352,-7.583023073262076e-14,4.787363421891943e-16,0.3723941634313509,0.0,0.00045961956205320154,1.0,-0.06171278530105498,1.0681417958825488,235,76
FEM,3.6,0.44088973078679894,508.85252619355,508.8525261935476,508.85252619355,73.51373470949198,-74.46723181916316,-0.9534971096726605,-5.385913205225093e-14,3.6162974463078176e-16,0.5961200529807802,5.684341886080802e-14,0.0007491358492621247,1.0,-0.05022077452690255,1.0650126900280144,209,88
FEM,3.8000000000000003,0.4739995812149274,522.7113607892863,522.7113607892836,522.7113607892863,69.29417297868184,-70.17933101168163,-0.8851580330013707,-6.309198768896657e-14,4.4950547960099495e-16,0.745608481290333,0.0,0.0009534217759526858,1.0,-0.03944489479152335,1.0612006005548187,178,93
FEM,4.0,0.5038712106708036,535.804713755042,535.8047137550391,535.804713755042,65.46676482877842,-66.29806020767995,-0.8312953789026155,-2.985993071726034e-14,2.251946031582469e-16,0.8308955447470228,0.0,0.0010804515690393441,1.0,-0.03811128002995569,1.057413138198941,154,95
FEM,4.2,0.5307948462600545,548.2049904605517,548.2049904605485,548.2049904605517,62.00138352754834,-62.787376622432916,-0.7859930948854646,-4.568002605950111e-14,3.6376759562829106e-16,0.8784067747094466,0.0,0.0011608796553052784,1.0,-0.03930592495104121,1.0538715364046027,141,98
FEM,4.4,0.5551149595054441,559.9767317471787,559.9767317471752,559.9767317471787,58.85870643313524,-59.605162672093805,-0.7464562389603742,7.044508748034473e-14,5.909310898779322e-16,0.903447454031948,0.0,0.001212800447322763,1.0,-0.03920130413878198,1.0506284537797854,137,100
FEM,4.6000000000000005,0.5771386410690827,571.1764926447861,571.1764926447822,571.1764926447861,55.99880448803674,-56.71030815882167,-0.7115036707866882,-3.234633155942135e-14,2.851891711541437e-16,0.9274660534572368,0.0,0.001264006573168353,1.0,-0.03810177153003403,1.047675058367358,130,102
FEM,4.800000000000001,0.5971377754838821,581.8534726164297,581.8534726164255,581.8534726164297,53.38489985821809,-54.06543362002273,-0.6805337618061628,2.914517043504927e-14,2.695360832568553e-16,0.9532601477586696,0.0,0.0013182968162846664,1.0,-0.03606517168137382,1.0449697677335301,122,104
FEM,5.0,0.6153450737204296,592.0506221771909,592.0506221771865,592.0506221771909,50.98574780380602,-51.63884235236511,-0.6530945485604082,-6.092787949510403e-14,5.899423449440739e-16,0.9646298387175434,0.0,0.001353080214935998,1.0,-0.0333508540569949,1.0424146815850674,112,105
FEM,5.2,0.6319470678656534,601.8051336831447,601.8051336831398,601.8051336831447,48.772557529769074,-49.40109892832456,-0.6285413985578355,-2.924201679410654e-14,2.9596524600123496e-16,0.9687082117336558,-2.2737367544323206e-13,0.001377642765956829,1.0,-0.030210524100560375,1.0400485061558822,103,106
