method,time,outlet_concentration,mass,budget_mass,raw_mass,mass_rate,transport_rate,dirichlet_source_rate,mass_balance_residual_rate,mass_balance_relative_residual,limiter_mass_change_abs,limiter_mass_residual,min_c,max_c,raw_min_c_before_limiter,raw_max_c_before_limiter,raw_below_zero_before_limiter,raw_above_one_before_limiter
FEM,5.4,0.6471201153664484,611.1509506039081,611.1509506039029,611.1509506039081,46.72908460381677,-47.33521364175891,-0.6061290379439486,-2.3934413478921002e-14,2.528182682353599e-16,0.966983515688413,0.0,0.0013937174550870683,1.0,-0.026808163092014118,1.0377758259484018,88,111
FEM,5.6000000000000005,0.6610034115954014,620.1194722461124,620.1194722461069,620.1194722461124,44.842608211021684,-45.42801040005443,-0.585402189034611,-8.050255340813495e-14,8.860453352370109e-16,0.9693295710334273,-1.1368683772161603e-13,0.0014153898999405606,1.0,-0.023252264655042126,1.0357042498682403,78,114
FEM,5.800000000000001,0.67372543081375,628.7393577613867,628.7393577613807,628.7393577613867,43.099427576371454,-43.6656264442269,-0.566198867857597,-5.791661638124279e-14,6.631831614189358e-16,0.9668910523392917,1.1368683772161603e-13,0.0014298309440814788,1.0,-0.019610950061537187,1.0338287606086278,75,113
FEM,6.0,0.6854373881281492,637.0362964222645,637.0362964222584,637.0362964222645,41.484693304389,-42.03291379775205,-0.548220493363875,-7.166251099477439e-15,8.524570927867275e-17,0.9587866774332949,0.0,0.001435475959294329,1.0,-0.017584921539999264,1.032116335905095,64,113
FEM,6.2,0.6961915206289092,645.0333943721564,645.0333943721499,645.0333943721564,39.985489749459475,-40.516835453461084,-0.5313457040030857,6.917426700892015e-15,8.536484431067505e-17,0.9501142180833998,1.1368683772161603e-13,0.001439748667536755,1.0,-0.01598801989482655,1.0305477919106558,55,117
FEM,6.4,0.7061443945811186,652.7521130570866,652.75211305708,652.7521130570867,38.593593424651544,-39.10914022071267,-0.5155467960622753,-1.0792582105789705e-14,1.3798030389931283e-16,0.9403212527122373,1.1368683772161603e-13,0.0014417943177994197,1.0,-0.014294194113106467,1.0291084794441219,48,116
FEM,6.6000000000000005,0.71538077138799,660.2117834420881,660.2117834420811,660.2117834420881,37.298351925007296,-37.79896761708572,-0.5006156920799266,-4.636655642764609e-14,6.133309895835192e-16,0.9274263005345341,0.0,0.0014385044178897954,1.0,-0.012794072172878153,1.0277848392553068,42,116
FEM,6.800000000000001,0.72396824306342,667.4300095938738,667.4300095938665,667.4300095938738,36.091130758928784,-36.57758618878158,-0.48645542985461016,-8.273546778236884e-16,1.1309585514385572e-17,0.9133951590262085,-1.1368683772161603e-13,0.0014328140618385696,1.0,-0.012227846343902114,1.0266927493754339,38,117
FEM,7.0,0.7319700283298688,674.4227942978071,674.4227942977994,674.4227942978071,34.963923519666196,-35.436916771442874,-0.4729932517784104,7.478837427826734e-14,1.0552325243280526e-15,0.8981050200608262,0.0,0.0014244888019992138,1.0,-0.011551979940823727,1.026005329362243,30,116
FEM,7.2,0.7394449534837193,681.2046383919878,681.2046383919799,681.2046383919878,33.90922047090385,-34.36939481137732,-0.46017434047516864,3.318894638282277e-14,4.828270408159093e-16,0.8814227823768304,0.0,0.001413268546204385,1.0,-0.010788295516002721,1.0253496562897242,27,115
FEM,7.4,0.7464461031551967,687.7885866715405,687.7885866715322,687.7885866715405,32.91974139776357,-33.367690761464786,-0.44794936370305277,3.98357562214624e-15,5.969210831255107e-17,0.8647403458778626,-1.1368683772161603e-13,0.0014013510986104817,1.0,-0.009954882493834152,1.0247197987855938,27,115
FEM,7.6000000000000005,0.75301931672955,694.1864334274583,694.1864334274496,694.1864334274583,31.98923377958863,-32.42550956562711,-0.4362757860404692,-1.0740854820140422e-13,1.656235316580192e-15,0.8481939495784456,0.0,0.0013889750503670525,1.0,-0.009064190207125539,1.024113393732059,25,115
FEM,7.800000000000001,0.7592045728298018,700.4088901568136,700.4088901568045,700.4088901568136,31.11228364677686,-31.5373985248242,-0.42511487804938275,7.010874086138541e-14,1.111517502088799e-15,0.8327602924354094,0.0,0.001377775322223051,1.0,-0.008244838212190879,1.0235284529976882,24,116
FEM,8.0,0.7650372270608847,706.4656966089107,706.4656966089011,706.4656966089105,30.284032260484537,-30.69845718737379,-0.41442492689113786,-8.070540763460698e-14,1.3144863786151192e-15,0.8175124483265104,-1.1368683772161603e-13,0.0013662738654509452,1.0,-0.008142422916577442,1.022963922139843,21,117
FEM,8.200000000000001,0.7705490598676742,712.3657175322415,712.3657175322319,712.3657175322417,29.500104616654994,-29.90428278686711,-0.40417817021337454,-1.271597844382244e-13,2.1261132618446502e-15,0.8026015613022544,0.0,0.0013547461053469523,1.0,-0.007968973221037312,1.0224161390283262,18,118
FEM,8.4,0.7757565173063071,718.1170983709435,718.1170983709334,718.1170983709435,28.75690419350974,-29.15125417533784,-0.39434998183060216,3.630776235219457e-15,6.227478607577308e-17,0.7880720003475981,0.0,0.0013432946843649654,1.0,-0.007732080491610398,1.0218875627130843,16,119
FEM,8.6,0.7806944598482182,723.7273587949535,723.727358794943,723.7273587949535,28.051302120049968,-28.436217932117586,-0.3849158120691405,-6.466615437572543e-15,1.1370385915963498e-16,0.7732843118053548,0.0,0.0013308488672689744,1.0,-0.0074392536202698804,1.021377539937476,15,120
FEM,8.8,0.7853888203019381,729.2033687035284,729.2033687035175,729.2033687035284,27.380049542874758,-27.755908679032405,-0.3758591361596656,-1.1260523763434449e-14,2.028491283360605e-16,0.7595125056658382,0.0,0.0013196149738728903,1.0,-0.0070983884176602,1.0208849668913527,15,121
FEM,9.0,0.7898592794278778,734.5515175129274,734.5515175129161,734.5515175129274,26.740744046994678,-27.107898271776996,-0.36715422478396764,-1.2999562364057748e-13,2.3977444200444825e-15,0.746275389496077,-1.1368683772161603e-13,0.0013088078751815272,1.0,-0.006713574287106612,1.0204088800085274,14,121
FEM,9.200000000000001,0.7941230726207578,739.7776677595218,739.7776677595102,739.7776677595218,26.130751232972216,-26.489532374811255,-0.35878114184057774,-8.962795783329369e-14,1.691761797926599e-15,0.7332580026981071,0.0,0.0012979037916634978,1.0,-0.006291036480399569,1.019948413375229,11,122
FEM,9.4,0.7981957060208837,744.8872381773688,744.8872381773568,744.8872381773688,25.547852089234766,-25.89857405547017,-0.35072196623718976,4.397350539253608e-14,8.489561104474533e-16,0.7206379865669981,0.0,0.0012872365007386229,1.0,-0.005836320321075618,1.019502710413623,12,122
FEM,9.600000000000001,0.8020909801092876,749.8852655033174,749.8852655033052,749.8852655033174,24.990136629743347,-25.333095986307853,-0.342959356566064,-5.13621263575903e-14,1.0137356757608536e-15,0.7079698620584642,0.0,0.0012760290025923282,1.0,-0.005353669619208828,1.0190698542912286,10,122
FEM,9.8,0.8058213210081714,754.7764062698641,754.7764062698513,754.7764062698641,24.455703832733207,-24.791182648635917,-0.3354788159048137,7.208209723552628e-14,1.4537849657505022e-15,0.6956103261309173,-2.2737367544323206e-13,0.0012649318681726646,1.0,-0.00483941035968888,1.0186488998575765,9,122
FEM,10.0,0.8093977241319852,759.5650181917904,759.5650181917772,759.5650181917904,23.94305960963152,-24.27132628335955,-0.32826667373008,-4.643421064320918e-15,9.565651687325092e-17,0.6834166571254627,0.0,0.001253703157056297,1.0,-0.004285180522223257,1.0182399723972018,6,122
FEM,10.200000000000001,0.8128300857595183,764.255189299723,764.2551892997094,764.2551892997232,23.45085553966385,-23.77216544912953,-0.3213099094684261,-2.046691809087786e-14,4.304807261810918e-16,0.6712568398578467,0.0,0.001242111180952249,1.0,-0.0036949474523407222,1.0178431005375224,4,123
FEM,10.4,0.8161275651426089,768.8507609975286,768.8507609975144,768.8507609975286,22.977858489027767,-23.292454807567225,-0.31459631854226133,3.1418877916022936e-14,6.7444325159351e-16,0.6591665818808682,1.1368683772161603e-13,0.0012302281468727265,1.0,-0.0030741907994376134,1.017457878347493,3,123
FEM,10.600000000000001,0.8192986334981065,773.3553412430169,773.3553412430024,773.3553412430169,22.522901227441707,-22.83101541511642,-0.30811418767633614,-8.125423077431915e-14,1.7794703673257963e-15,0.6469869769630361,-2.2737367544323206e-13,0.0012177623761978477,1.0,-0.0024265792204772887,1.0170841977365934,3,123
FEM,10.8,0.8223514612167319,777.7723170719728,777.7723170719578,777.7723170719728,22.08487914477928,-22.3867317682048,-0.3018526234277796,-3.0109378532094944e-14,6.72482675091879e-16,0.6354334499774275,1.1368683772161603e-13,0.0012060693379825189,1.0,-0.0017557601919494762,1.0167215137533117,3,125
FEM,11.0,0.8252928413531749,782.1048829310805,782.104882931065,782.1048829310804,21.662829295538018,-21.95863428430763,-0.29580498877120914,3.800150298605143e-14,8.652975065304307e-16,0.6243066080550078,0.0,0.0011948007667576376,1.0,-0.0013929808497464592,1.0163692749866453,3,124
FEM,11.200000000000001,0.8281291645643721,786.3560506924053,786.3560506923895,786.3560506924053,21.255838806624183,-21.5458005512866,-0.28996174466387625,-1.279677318971606e-13,2.9696676062824386e-15,0.6134021830025631,1.1368683772161603e-13,0.0011835860721286695,1.0,-0.0013460012243919537,1.0160265392779186,2,124
FEM,11.4,0.8308670984896891,790.5286459579563,790.5286459579402,790.5286459579563,20.862976327754836,-21.147284246317426,-0.28430791856449306,-9.927323720015924e-14,2.347186429327022e-15,0.6026338501005732,0.0,0.0011722706542137084,1.0,-0.001274179024561288,1.0156923097378185,1,125
FEM,11.600000000000001,0.8335130237034469,794.6253201035818,794.6253201035654,794.6253201035819,20.483370728127852,-20.76220595346272,-0.2788352253365619,-3.2397261956473855e-14,7.801979719565714e-16,0.592201550094728,1.1368683772161603e-13,0.0011612549199566803,1.0,-0.0011794425998736817,1.015366646484521,1,126
FEM,11.8,0.8360722252435407,798.648578917288,798.6485789172712,798.6485789172879,20.116294068530465,-20.389833405104994,-0.2735393365764006,-1.7344719410727905e-13,4.253276391749361e-15,0.5819180660972736,-1.1368683772161603e-13,0.0011501872303499553,1.0,-0.001062985035341708,1.0150495938910438,1,127
FEM,12.0,0.8385495222598208,802.6007868241766,802.6007868241593,802.6007868241766,19.761039534442943,-20.029447506806896,-0.26840797236595476,-9.157822070116062e-14,2.286089535670759e-15,0.5718596304934639,0.0,0.001139228257310582,1.0,-0.0009265625820298705,1.0147410490528717,1,127
FEM,12.200000000000001,0.8409496086877465,806.4841769333652,806.4841769333477,806.4841769333652,19.416950545943337,-19.680384600778005,-0.2634340548359503,-5.7742005621364e-14,1.4669938314894381e-15,0.5620284664138376,-2.2737367544323206e-13,0.0011283948175650682,1.0,-0.0007713410570423466,1.0144407992245177,1,127
FEM,12.4,0.84327683209201,810.300862478133,810.3008624781149,810.300862478133,19.083427723838895,-19.342038452509,-0.2586107286727215,6.976624139509724e-15,1.8034872996036935e-16,0.5524192037067898,-1.1368683772161603e-13,0.0011176883434957266,1.0,-0.0005985168778957098,1.0141485856721293,1,127
FEM,12.600000000000001,0.845535190744504,814.0528466730948,814.0528466730763,814.0528466730948,18.759920974808892,-19.013852424750254,-0.25393144994355743,-5.4222685369476054e-14,1.425873204393116e-15,0.5430838482636776,0.0,0.0011072266216579675,1.0,-0.00040921698786437733,1.013864141628776,1,128
FEM,12.8,0.8477280841832213,817.7420354048211,817.7420354048024,817.7420354048213,18.445943658632586,-18.695333632815824,-0.24938997418511755,-6.957325340839482e-14,1.8607117362770604e-15,0.5339948830667256,0.0,0.0010969673444053457,1.0,-0.00020437933512638468,1.0135872023097154,1,128
FEM,13.0,0.849858465791315,821.3702488586556,821.3702488586363,821.3702488586556,18.141067269172595,-18.386047660566707,-0.24498039139737848,-3.611260596114718e-15,9.820654941136733e-17,0.5252345483902447,0.0,0.0011020513889369087,1.0,1.4974366258666575e-05,1.0133175108564478,0,130
FEM,13.200000000000001,0.8519293501213583,824.9392231347406,824.9392231347209,824.9392231347406,17.844871380424934,-18.08556701971541,-0.24069563929243137,-1.0499370470262726e-13,2.9026931969610353e-15,0.5166164914928688,-1.1368683772161603e-13,0.0013384537714008317,1.0,0.00026150268478208443,1.0130547275566932,0,130
FEM,13.4,0.8539438538326283,828.4506097532227,828.4506097532023,828.4506097532227,17.55693309241053,-17.793463830819633,-0.2365307384123281,-2.0171364578658313e-14,5.668195009821007e-16,0.5081029646811426,-1.1368683772161603e-13,0.0017944140775734735,1.0,0.0007278766621742751,1.012798255356519,0,130
FEM,13.600000000000001,0.8559049203417614,831.9059797943358,831.9059797943152,831.905979794336,17.276850205566348,-17.509332005037397,-0.23248179947321707,-2.1797234156517575e-14,6.22446194699067e-16,0.49975481131013927,0.0,0.0024595577995188845,1.0,0.001403569767200753,1.012547792299735,0,130
FEM,13.8,0.8578152012444844,835.3068302441254,835.3068302441045,835.3068302441256,17.004252248949,-17.232796441162158,-0.22854419221565078,-4.7146314630097663e-14,1.3679240856545151e-15,0.4915719225355132,0.0,0.003324506872912793,1.0,0.002279179737986324,1.012303235682863,0,130
FEM,14.0,0.8596770825535134,838.6545904816854,838.6545904816641,838.6545904816855,16.738801187800618,-16.963514683570402,-0.2247134957725457,-2.851711922158273e-14,8.405427693943628e-16,0.4835518831872596,0.0,0.00438067730694074,1.0,0.0033461047322930343,1.0120645316934787,0,130
FEM,14.200000000000001,0.8614927394067646,841.9506276076411,841.9506276076193,841.950627607641,16.48018562977768,-16.701171128082073,-0.2209854983062606,-7.204913748948272e-14,2.1570085396087027e-15,0.47569114305008275,-1.1368683772161603e-13,0.0056201262886345065,1.0,0.004596387859335038,1.0118316305152624,0,130
FEM,14.4,0.8632641820041237,845.1962507444816,845.1962507444593,845.1962507444816,16.22811568420275,-16.445471878676532,-0.21735619447603527,-8.244056479145279e-14,2.506482191561221e-15,0.4679857239323161,-1.1368683772161603e-13,0.007035435397232939,1.0,0.006022598772949025,1.0116044607683627,0,130
FEM,14.600000000000001,0.864993286635417,848.392714662905,848.3927146628822,848.392714662905,15.982319592116596,-16.196141371569897,-0.21382177945554168,6.341628611128414e-14,1.957759093860416e-15,0.4604315574752052,1.1368683772161603e-13,0.008619620608901094,1.0,0.007617742836477693,1.011382917679314,0,130
FEM,14.8,0.8666818386716595,851.5412230027449,851.5412230027218,851.541223002745,15.742541699200387,-15.95292033983366,-0.2103786406355986,-3.386353697454325e-14,1.0613585554610082e-15,0.45310455701291996,0.0,0.010366237200133525,1.0,0.009375190964553075,1.0111668647991943,0,131
FEM,15.0,0.8683315076430653,854.6429305791619,854.6429305791384,854.6429305791619,15.508537882084852,-15.715559665660585,-0.20702178357823436,-5.366193600586655e-14,1.7072868274337293e-15,0.4459564615601724,-2.2737367544323206e-13,0.012269055709255905,1.0,0.011288799634822459,1.010956033415209,0,133
